Bus No,Date,Time,Week Day,Bus Type,Driver Rating Based On Time,Driver Rating Based On Decepline,Bus Rating,Driver Age,Weather,Longtide,Latitude
NB-1663,2020-01-17,13:59:47,Friday,Normal,3.5,4,4.5,29,30,8.33286679,80.40978835
NB-1663,2020-01-17,13:59:48,Friday,Normal,3.5,4,4.5,29,30,8.332900738,80.40980676
NB-1663,2020-01-17,13:59:49,Friday,Normal,3.5,4,4.5,29,30,8.332935139,80.4098183
NB-1663,2020-01-17,13:59:50,Friday,Normal,3.5,4,4.5,29,30,8.332964954,80.40982599
NB-1663,2020-01-17,13:59:51,Friday,Normal,3.5,4,4.5,29,30,8.332997205,80.40983153
NB-1663,2020-01-17,13:59:52,Friday,Normal,3.5,4,4.5,29,30,8.333037428,80.40984681
NB-1663,2020-01-17,13:59:53,Friday,Normal,3.5,4,4.5,29,30,8.333084254,80.40986961
NB-1663,2020-01-17,13:59:54,Friday,Normal,3.5,4,4.5,29,30,8.333138946,80.40989082
NB-1663,2020-01-17,13:59:55,Friday,Normal,3.5,4,4.5,29,30,8.333197153,80.40990852
NB-1663,2020-01-17,13:59:56,Friday,Normal,3.5,4,4.5,29,30,8.333259565,80.40993417
NB-1663,2020-01-17,13:59:57,Friday,Normal,3.5,4,4.5,29,30,8.333325819,80.40995916
NB-1663,2020-01-17,13:59:58,Friday,Normal,3.5,4,4.5,29,30,8.333389771,80.40998513
NB-1663,2020-01-17,13:59:59,Friday,Normal,3.5,4,4.5,29,30,8.333454708,80.41001358
NB-1663,2020-01-17,14:00:00,Friday,Normal,3.5,4,4.5,29,30,8.333519858,80.410039
NB-1663,2020-01-17,14:00:01,Friday,Normal,3.5,4,4.5,29,30,8.333583733,80.41006383
NB-1663,2020-01-17,14:00:02,Friday,Normal,3.5,4,4.5,29,30,8.333639164,80.41009017
NB-1663,2020-01-17,14:00:03,Friday,Normal,3.5,4,4.5,29,30,8.333700594,80.41011132
NB-1663,2020-01-17,14:00:04,Friday,Normal,3.5,4,4.5,29,30,8.333763721,80.41014229
NB-1663,2020-01-17,14:00:05,Friday,Normal,3.5,4,4.5,29,30,8.333833148,80.41017156
NB-1663,2020-01-17,14:00:06,Friday,Normal,3.5,4,4.5,29,30,8.33390705,80.41020425
NB-1663,2020-01-17,14:00:07,Friday,Normal,3.5,4,4.5,29,30,8.333985825,80.41023975
NB-1663,2020-01-17,14:00:08,Friday,Normal,3.5,4,4.5,29,30,8.334071881,80.41028075
NB-1663,2020-01-17,14:00:09,Friday,Normal,3.5,4,4.5,29,30,8.334155524,80.41032137
NB-1663,2020-01-17,14:00:10,Friday,Normal,3.5,4,4.5,29,30,8.334235084,80.41035561
NB-1663,2020-01-17,14:00:11,Friday,Normal,3.5,4,4.5,29,30,8.334330622,80.41039318
NB-1663,2020-01-17,14:00:12,Friday,Normal,3.5,4,4.5,29,30,8.334410864,80.41043382
NB-1663,2020-01-17,14:00:13,Friday,Normal,3.5,4,4.5,29,30,8.334487946,80.41047821
NB-1663,2020-01-17,14:00:14,Friday,Normal,3.5,4,4.5,29,30,8.334553419,80.41050624
NB-1663,2020-01-17,14:00:15,Friday,Normal,3.5,4,4.5,29,30,8.334588209,80.41050391
NB-1663,2020-01-17,14:00:16,Friday,Normal,3.5,4,4.5,29,30,8.334619123,80.41050758
NB-1663,2020-01-17,14:00:17,Friday,Normal,3.5,4,4.5,29,30,8.334638125,80.41051624
NB-1663,2020-01-17,14:00:18,Friday,Normal,3.5,4,4.5,29,30,8.334655814,80.41052383
NB-1663,2020-01-17,14:00:19,Friday,Normal,3.5,4,4.5,29,30,8.334676192,80.41053409
NB-1663,2020-01-17,14:00:20,Friday,Normal,3.5,4,4.5,29,30,8.334699748,80.41054649
NB-1663,2020-01-17,14:00:21,Friday,Normal,3.5,4,4.5,29,30,8.334718462,80.41055191
NB-1663,2020-01-17,14:00:22,Friday,Normal,3.5,4,4.5,29,30,8.334732088,80.41055951
NB-1663,2020-01-17,14:00:25,Friday,Normal,3.5,4,4.5,29,30,8.334751882,80.41056448
NB-1663,2020-01-17,14:00:26,Friday,Normal,3.5,4,4.5,29,30,8.33476037,80.41056906
NB-1663,2020-01-17,14:00:27,Friday,Normal,3.5,4,4.5,29,30,8.334772548,80.41057017
NB-1663,2020-01-17,14:00:29,Friday,Normal,3.5,4,4.5,29,30,8.334790057,80.41056409
NB-1663,2020-01-17,14:00:30,Friday,Normal,3.5,4,4.5,29,30,8.334807982,80.41056415
NB-1663,2020-01-17,14:00:31,Friday,Normal,3.5,4,4.5,29,30,8.334825347,80.4105546
NB-1663,2020-01-17,14:00:32,Friday,Normal,3.5,4,4.5,29,30,8.334846527,80.41056308
NB-1663,2020-01-17,14:00:33,Friday,Normal,3.5,4,4.5,29,30,8.334860555,80.41056448
NB-1663,2020-01-17,14:00:35,Friday,Normal,3.5,4,4.5,29,30,8.334870818,80.41056673
NB-1663,2020-01-17,14:00:44,Friday,Normal,3.5,4,4.5,29,30,8.334880138,80.41056662
NB-1663,2020-01-17,14:00:45,Friday,Normal,3.5,4,4.5,29,30,8.33489686,80.41057114
NB-1663,2020-01-17,14:00:46,Friday,Normal,3.5,4,4.5,29,30,8.334924405,80.41057453
NB-1663,2020-01-17,14:00:47,Friday,Normal,3.5,4,4.5,29,30,8.334960018,80.41058505
NB-1663,2020-01-17,14:00:48,Friday,Normal,3.5,4,4.5,29,30,8.334999135,80.41059861
NB-1663,2020-01-17,14:00:49,Friday,Normal,3.5,4,4.5,29,30,8.33504058,80.4106239
NB-1663,2020-01-17,14:00:50,Friday,Normal,3.5,4,4.5,29,30,8.335077726,80.41064937
NB-1663,2020-01-17,14:00:51,Friday,Normal,3.5,4,4.5,29,30,8.335111492,80.41067073
NB-1663,2020-01-17,14:00:52,Friday,Normal,3.5,4,4.5,29,30,8.33514491,80.41069276
NB-1663,2020-01-17,14:00:53,Friday,Normal,3.5,4,4.5,29,30,8.335164319,80.41070979
NB-1663,2020-01-17,14:00:54,Friday,Normal,3.5,4,4.5,29,30,8.335184539,80.41072175
NB-1663,2020-01-17,14:00:55,Friday,Normal,3.5,4,4.5,29,30,8.335199551,80.41072161
NB-1663,2020-01-17,14:00:56,Friday,Normal,3.5,4,4.5,29,30,8.335215034,80.4107249
NB-1663,2020-01-17,14:00:58,Friday,Normal,3.5,4,4.5,29,30,8.335227787,80.41073692
NB-1663,2020-01-17,14:01:00,Friday,Normal,3.5,4,4.5,29,30,8.33524203,80.41074925
NB-1663,2020-01-17,14:01:01,Friday,Normal,3.5,4,4.5,29,30,8.33526986,80.41075984
NB-1663,2020-01-17,14:01:02,Friday,Normal,3.5,4,4.5,29,30,8.335300756,80.41077324
NB-1663,2020-01-17,14:01:03,Friday,Normal,3.5,4,4.5,29,30,8.335337141,80.41080289
NB-1663,2020-01-17,14:01:04,Friday,Normal,3.5,4,4.5,29,30,8.335375232,80.41081702
NB-1663,2020-01-17,14:01:05,Friday,Normal,3.5,4,4.5,29,30,8.335418641,80.41082951
NB-1663,2020-01-17,14:01:06,Friday,Normal,3.5,4,4.5,29,30,8.33546601,80.41084328
NB-1663,2020-01-17,14:01:07,Friday,Normal,3.5,4,4.5,29,30,8.335508722,80.41086268
NB-1663,2020-01-17,14:01:08,Friday,Normal,3.5,4,4.5,29,30,8.335553409,80.41089092
NB-1663,2020-01-17,14:01:09,Friday,Normal,3.5,4,4.5,29,30,8.335599682,80.41091254
NB-1663,2020-01-17,14:01:10,Friday,Normal,3.5,4,4.5,29,30,8.335647189,80.4109318
NB-1663,2020-01-17,14:01:11,Friday,Normal,3.5,4,4.5,29,30,8.335692315,80.41094264
NB-1663,2020-01-17,14:01:12,Friday,Normal,3.5,4,4.5,29,30,8.335733781,80.41094954
NB-1663,2020-01-17,14:01:13,Friday,Normal,3.5,4,4.5,29,30,8.335769911,80.41095068
NB-1663,2020-01-17,14:01:14,Friday,Normal,3.5,4,4.5,29,30,8.335792931,80.41095301
NB-1663,2020-01-17,14:01:15,Friday,Normal,3.5,4,4.5,29,30,8.335815003,80.41095359
NB-1663,2020-01-17,14:01:16,Friday,Normal,3.5,4,4.5,29,30,8.335826537,80.41095756
NB-1663,2020-01-17,14:01:17,Friday,Normal,3.5,4,4.5,29,30,8.335829652,80.4109673
NB-1663,2020-01-17,14:01:19,Friday,Normal,3.5,4,4.5,29,30,8.335837035,80.41098413
NB-1663,2020-01-17,14:01:21,Friday,Normal,3.5,4,4.5,29,30,8.335845465,80.41099144
NB-1663,2020-01-17,14:01:39,Friday,Normal,3.5,4,4.5,29,30,8.335853316,80.41100686
NB-1663,2020-01-17,14:01:40,Friday,Normal,3.5,4,4.5,29,30,8.335863088,80.41101914
NB-1663,2020-01-17,14:01:41,Friday,Normal,3.5,4,4.5,29,30,8.335878895,80.41102811
NB-1663,2020-01-17,14:01:42,Friday,Normal,3.5,4,4.5,29,30,8.335898848,80.41103711
NB-1663,2020-01-17,14:01:43,Friday,Normal,3.5,4,4.5,29,30,8.33591501,80.41104134
NB-1663,2020-01-17,14:01:44,Friday,Normal,3.5,4,4.5,29,30,8.33592677,80.41104117
NB-1663,2020-01-17,14:01:45,Friday,Normal,3.5,4,4.5,29,30,8.33593775,80.41104306
NB-1663,2020-01-17,14:01:47,Friday,Normal,3.5,4,4.5,29,30,8.335947629,80.41104385
NB-1663,2020-01-17,14:01:50,Friday,Normal,3.5,4,4.5,29,30,8.335950752,80.4110548
NB-1663,2020-01-17,14:01:51,Friday,Normal,3.5,4,4.5,29,30,8.335953172,80.41106874
NB-1663,2020-01-17,14:01:52,Friday,Normal,3.5,4,4.5,29,30,8.335957861,80.41107933
NB-1663,2020-01-17,14:01:53,Friday,Normal,3.5,4,4.5,29,30,8.335967114,80.41108815
NB-1663,2020-01-17,14:01:54,Friday,Normal,3.5,4,4.5,29,30,8.335975164,80.41110284
NB-1663,2020-01-17,14:01:55,Friday,Normal,3.5,4,4.5,29,30,8.335986777,80.41111251
NB-1663,2020-01-17,14:01:56,Friday,Normal,3.5,4,4.5,29,30,8.335995428,80.41111888
NB-1663,2020-01-17,14:01:57,Friday,Normal,3.5,4,4.5,29,30,8.33600642,80.41112948
NB-1663,2020-01-17,14:01:58,Friday,Normal,3.5,4,4.5,29,30,8.336020974,80.4111366
NB-1663,2020-01-17,14:01:59,Friday,Normal,3.5,4,4.5,29,30,8.336038882,80.41114246
NB-1663,2020-01-17,14:02:00,Friday,Normal,3.5,4,4.5,29,30,8.336066424,80.41114801
NB-1663,2020-01-17,14:02:01,Friday,Normal,3.5,4,4.5,29,30,8.336095933,80.41115795
NB-1663,2020-01-17,14:02:02,Friday,Normal,3.5,4,4.5,29,30,8.3361268,80.41116437
NB-1663,2020-01-17,14:02:03,Friday,Normal,3.5,4,4.5,29,30,8.336164582,80.41117616
NB-1663,2020-01-17,14:02:04,Friday,Normal,3.5,4,4.5,29,30,8.336206943,80.41119025
NB-1663,2020-01-17,14:02:05,Friday,Normal,3.5,4,4.5,29,30,8.336260302,80.41120754
NB-1663,2020-01-17,14:02:06,Friday,Normal,3.5,4,4.5,29,30,8.336308613,80.41123344
NB-1663,2020-01-17,14:02:07,Friday,Normal,3.5,4,4.5,29,30,8.33635772,80.41125455
NB-1663,2020-01-17,14:02:08,Friday,Normal,3.5,4,4.5,29,30,8.336414389,80.41127143
NB-1663,2020-01-17,14:02:09,Friday,Normal,3.5,4,4.5,29,30,8.336476473,80.4112855
NB-1663,2020-01-17,14:02:10,Friday,Normal,3.5,4,4.5,29,30,8.336542245,80.41129943
NB-1663,2020-01-17,14:02:11,Friday,Normal,3.5,4,4.5,29,30,8.336605955,80.41130904
NB-1663,2020-01-17,14:02:12,Friday,Normal,3.5,4,4.5,29,30,8.336661809,80.41132323
NB-1663,2020-01-17,14:02:13,Friday,Normal,3.5,4,4.5,29,30,8.336720272,80.4113389
NB-1663,2020-01-17,14:02:14,Friday,Normal,3.5,4,4.5,29,30,8.336777691,80.41135306
NB-1663,2020-01-17,14:02:15,Friday,Normal,3.5,4,4.5,29,30,8.336832039,80.41136219
NB-1663,2020-01-17,14:02:16,Friday,Normal,3.5,4,4.5,29,30,8.336881216,80.411369
NB-1663,2020-01-17,14:02:17,Friday,Normal,3.5,4,4.5,29,30,8.336925611,80.41136241
NB-1663,2020-01-17,14:02:18,Friday,Normal,3.5,4,4.5,29,30,8.336967332,80.41136122
NB-1663,2020-01-17,14:02:19,Friday,Normal,3.5,4,4.5,29,30,8.33701585,80.41135301
NB-1663,2020-01-17,14:02:20,Friday,Normal,3.5,4,4.5,29,30,8.33706408,80.41134647
NB-1663,2020-01-17,14:02:21,Friday,Normal,3.5,4,4.5,29,30,8.337112626,80.41133602
NB-1663,2020-01-17,14:02:22,Friday,Normal,3.5,4,4.5,29,30,8.33716764,80.4113232
NB-1663,2020-01-17,14:02:23,Friday,Normal,3.5,4,4.5,29,30,8.337230767,80.41132656
NB-1663,2020-01-17,14:02:24,Friday,Normal,3.5,4,4.5,29,30,8.337290063,80.41133198
NB-1663,2020-01-17,14:02:25,Friday,Normal,3.5,4,4.5,29,30,8.337342185,80.41134015
NB-1663,2020-01-17,14:02:26,Friday,Normal,3.5,4,4.5,29,30,8.337394179,80.41134213
NB-1663,2020-01-17,14:02:27,Friday,Normal,3.5,4,4.5,29,30,8.337450239,80.41135639
NB-1663,2020-01-17,14:02:28,Friday,Normal,3.5,4,4.5,29,30,8.337512653,80.41137897
NB-1663,2020-01-17,14:02:29,Friday,Normal,3.5,4,4.5,29,30,8.337571876,80.41139833
NB-1663,2020-01-17,14:02:30,Friday,Normal,3.5,4,4.5,29,30,8.337626853,80.4114191
NB-1663,2020-01-17,14:02:31,Friday,Normal,3.5,4,4.5,29,30,8.337680808,80.41142497
NB-1663,2020-01-17,14:02:32,Friday,Normal,3.5,4,4.5,29,30,8.337731191,80.41143509
NB-1663,2020-01-17,14:02:33,Friday,Normal,3.5,4,4.5,29,30,8.337779243,80.41144031
NB-1663,2020-01-17,14:02:34,Friday,Normal,3.5,4,4.5,29,30,8.337819982,80.41145283
NB-1663,2020-01-17,14:02:35,Friday,Normal,3.5,4,4.5,29,30,8.33785575,80.41146696
NB-1663,2020-01-17,14:02:36,Friday,Normal,3.5,4,4.5,29,30,8.33789298,80.41147927
NB-1663,2020-01-17,14:02:37,Friday,Normal,3.5,4,4.5,29,30,8.337934874,80.41149206
NB-1663,2020-01-17,14:02:38,Friday,Normal,3.5,4,4.5,29,30,8.337984717,80.41150164
NB-1663,2020-01-17,14:02:39,Friday,Normal,3.5,4,4.5,29,30,8.338044093,80.41150869
NB-1663,2020-01-17,14:02:40,Friday,Normal,3.5,4,4.5,29,30,8.338114772,80.41151231
NB-1663,2020-01-17,14:02:41,Friday,Normal,3.5,4,4.5,29,30,8.338194118,80.41151396
NB-1663,2020-01-17,14:02:42,Friday,Normal,3.5,4,4.5,29,30,8.338280033,80.41151716
NB-1663,2020-01-17,14:02:43,Friday,Normal,3.5,4,4.5,29,30,8.338380774,80.4115188
NB-1663,2020-01-17,14:02:44,Friday,Normal,3.5,4,4.5,29,30,8.338480368,80.41151866
NB-1663,2020-01-17,14:02:45,Friday,Normal,3.5,4,4.5,29,30,8.338575678,80.41151578
NB-1663,2020-01-17,14:02:46,Friday,Normal,3.5,4,4.5,29,30,8.338670606,80.41151671
NB-1663,2020-01-17,14:02:47,Friday,Normal,3.5,4,4.5,29,30,8.338768992,80.41152258
NB-1663,2020-01-17,14:02:48,Friday,Normal,3.5,4,4.5,29,30,8.338873307,80.41151771
NB-1663,2020-01-17,14:02:49,Friday,Normal,3.5,4,4.5,29,30,8.338981206,80.41151613
NB-1663,2020-01-17,14:02:50,Friday,Normal,3.5,4,4.5,29,30,8.339095566,80.41150908
NB-1663,2020-01-17,14:02:51,Friday,Normal,3.5,4,4.5,29,30,8.339205725,80.41149455
NB-1663,2020-01-17,14:02:52,Friday,Normal,3.5,4,4.5,29,30,8.339310823,80.41149633
NB-1663,2020-01-17,14:02:53,Friday,Normal,3.5,4,4.5,29,30,8.339417975,80.41149355
NB-1663,2020-01-17,14:02:54,Friday,Normal,3.5,4,4.5,29,30,8.339524982,80.41148747
NB-1663,2020-01-17,14:02:55,Friday,Normal,3.5,4,4.5,29,30,8.33963272,80.41148012
NB-1663,2020-01-17,14:02:56,Friday,Normal,3.5,4,4.5,29,30,8.339739215,80.41148355
NB-1663,2020-01-17,14:02:57,Friday,Normal,3.5,4,4.5,29,30,8.339844091,80.41149082
NB-1663,2020-01-17,14:02:58,Friday,Normal,3.5,4,4.5,29,30,8.339942573,80.41149163
NB-1663,2020-01-17,14:02:59,Friday,Normal,3.5,4,4.5,29,30,8.340033853,80.4114938
NB-1663,2020-01-17,14:03:00,Friday,Normal,3.5,4,4.5,29,30,8.340119945,80.41150114
NB-1663,2020-01-17,14:03:01,Friday,Normal,3.5,4,4.5,29,30,8.340204599,80.41150576
NB-1663,2020-01-17,14:03:02,Friday,Normal,3.5,4,4.5,29,30,8.340292911,80.41150577
NB-1663,2020-01-17,14:03:03,Friday,Normal,3.5,4,4.5,29,30,8.340386131,80.41150252
NB-1663,2020-01-17,14:03:04,Friday,Normal,3.5,4,4.5,29,30,8.340482263,80.41149677
NB-1663,2020-01-17,14:03:05,Friday,Normal,3.5,4,4.5,29,30,8.340582954,80.41149462
NB-1663,2020-01-17,14:03:06,Friday,Normal,3.5,4,4.5,29,30,8.340686981,80.41148889
NB-1663,2020-01-17,14:03:07,Friday,Normal,3.5,4,4.5,29,30,8.340791363,80.41148489
NB-1663,2020-01-17,14:03:08,Friday,Normal,3.5,4,4.5,29,30,8.340893033,80.41149061
NB-1663,2020-01-17,14:03:09,Friday,Normal,3.5,4,4.5,29,30,8.340993677,80.41148712
NB-1663,2020-01-17,14:03:10,Friday,Normal,3.5,4,4.5,29,30,8.341092269,80.41149537
NB-1663,2020-01-17,14:03:11,Friday,Normal,3.5,4,4.5,29,30,8.341186825,80.41151515
NB-1663,2020-01-17,14:03:12,Friday,Normal,3.5,4,4.5,29,30,8.341277504,80.41152231
NB-1663,2020-01-17,14:03:13,Friday,Normal,3.5,4,4.5,29,30,8.341357819,80.41152535
NB-1663,2020-01-17,14:03:14,Friday,Normal,3.5,4,4.5,29,30,8.341430453,80.4115358
NB-1663,2020-01-17,14:03:15,Friday,Normal,3.5,4,4.5,29,30,8.341492129,80.41154746
NB-1663,2020-01-17,14:03:16,Friday,Normal,3.5,4,4.5,29,30,8.341559306,80.41156079
NB-1663,2020-01-17,14:03:17,Friday,Normal,3.5,4,4.5,29,30,8.341624697,80.4115772
NB-1663,2020-01-17,14:03:18,Friday,Normal,3.5,4,4.5,29,30,8.341689913,80.41159068
NB-1663,2020-01-17,14:03:19,Friday,Normal,3.5,4,4.5,29,30,8.341756461,80.41161106
NB-1663,2020-01-17,14:03:20,Friday,Normal,3.5,4,4.5,29,30,8.341814392,80.41161402
NB-1663,2020-01-17,14:03:21,Friday,Normal,3.5,4,4.5,29,30,8.341865876,80.41161923
NB-1663,2020-01-17,14:03:22,Friday,Normal,3.5,4,4.5,29,30,8.341915043,80.41161961
NB-1663,2020-01-17,14:03:23,Friday,Normal,3.5,4,4.5,29,30,8.341963904,80.41161824
NB-1663,2020-01-17,14:03:24,Friday,Normal,3.5,4,4.5,29,30,8.342005005,80.41161575
NB-1663,2020-01-17,14:03:25,Friday,Normal,3.5,4,4.5,29,30,8.34203269,80.41160804
NB-1663,2020-01-17,14:03:26,Friday,Normal,3.5,4,4.5,29,30,8.342043777,80.41160395
NB-1663,2020-01-17,14:03:29,Friday,Normal,3.5,4,4.5,29,30,8.342037367,80.41161541
NB-1663,2020-01-17,14:03:30,Friday,Normal,3.5,4,4.5,29,30,8.342023154,80.41162697
NB-1663,2020-01-17,14:03:32,Friday,Normal,3.5,4,4.5,29,30,8.342027911,80.41163485
NB-1663,2020-01-17,14:03:45,Friday,Normal,3.5,4,4.5,29,30,8.342038455,80.41162631
NB-1663,2020-01-17,14:03:46,Friday,Normal,3.5,4,4.5,29,30,8.342027911,80.41163485
NB-1663,2020-01-17,14:03:47,Friday,Normal,3.5,4,4.5,29,30,8.342041208,80.41165173
NB-1663,2020-01-17,14:03:48,Friday,Normal,3.5,4,4.5,29,30,8.342064022,80.41165421
NB-1663,2020-01-17,14:03:49,Friday,Normal,3.5,4,4.5,29,30,8.342089373,80.41165564
NB-1663,2020-01-17,14:03:50,Friday,Normal,3.5,4,4.5,29,30,8.342130007,80.41165614
NB-1663,2020-01-17,14:03:51,Friday,Normal,3.5,4,4.5,29,30,8.342181756,80.41165378
NB-1663,2020-01-17,14:03:52,Friday,Normal,3.5,4,4.5,29,30,8.342197181,80.41158996
NB-1663,2020-01-17,14:03:53,Friday,Normal,3.5,4,4.5,29,30,8.342220659,80.41154507
NB-1663,2020-01-17,14:03:54,Friday,Normal,3.5,4,4.5,29,30,8.342250458,80.41158468
NB-1663,2020-01-17,14:03:55,Friday,Normal,3.5,4,4.5,29,30,8.342298843,80.41163113
NB-1663,2020-01-17,14:03:56,Friday,Normal,3.5,4,4.5,29,30,8.342350831,80.4116701
NB-1663,2020-01-17,14:03:57,Friday,Normal,3.5,4,4.5,29,30,8.342397454,80.41171432
NB-1663,2020-01-17,14:03:58,Friday,Normal,3.5,4,4.5,29,30,8.342436972,80.41175355
NB-1663,2020-01-17,14:03:59,Friday,Normal,3.5,4,4.5,29,30,8.342484098,80.41179309
NB-1663,2020-01-17,14:04:00,Friday,Normal,3.5,4,4.5,29,30,8.342525942,80.41183481
NB-1663,2020-01-17,14:04:01,Friday,Normal,3.5,4,4.5,29,30,8.342568645,80.41185987
NB-1663,2020-01-17,14:04:02,Friday,Normal,3.5,4,4.5,29,30,8.342612657,80.41188565
NB-1663,2020-01-17,14:04:03,Friday,Normal,3.5,4,4.5,29,30,8.3426636,80.41190694
NB-1663,2020-01-17,14:04:04,Friday,Normal,3.5,4,4.5,29,30,8.342723122,80.41193555
NB-1663,2020-01-17,14:04:05,Friday,Normal,3.5,4,4.5,29,30,8.342792022,80.41196249
NB-1663,2020-01-17,14:04:06,Friday,Normal,3.5,4,4.5,29,30,8.34287381,80.41198366
NB-1663,2020-01-17,14:04:07,Friday,Normal,3.5,4,4.5,29,30,8.342954035,80.41199327
NB-1663,2020-01-17,14:04:08,Friday,Normal,3.5,4,4.5,29,30,8.343043866,80.41201202
NB-1663,2020-01-17,14:04:09,Friday,Normal,3.5,4,4.5,29,30,8.343138209,80.41201146
NB-1663,2020-01-17,14:04:10,Friday,Normal,3.5,4,4.5,29,30,8.343228787,80.41202639
NB-1663,2020-01-17,14:04:11,Friday,Normal,3.5,4,4.5,29,30,8.343325674,80.41204692
NB-1663,2020-01-17,14:04:12,Friday,Normal,3.5,4,4.5,29,30,8.343420721,80.41203902
NB-1663,2020-01-17,14:04:13,Friday,Normal,3.5,4,4.5,29,30,8.343534334,80.4120536
NB-1663,2020-01-17,14:04:14,Friday,Normal,3.5,4,4.5,29,30,8.343645473,80.41206877
NB-1663,2020-01-17,14:04:15,Friday,Normal,3.5,4,4.5,29,30,8.343749927,80.41207386
NB-1663,2020-01-17,14:04:16,Friday,Normal,3.5,4,4.5,29,30,8.34385392,80.41207347
NB-1663,2020-01-17,14:04:17,Friday,Normal,3.5,4,4.5,29,30,8.343968452,80.41208842
NB-1663,2020-01-17,14:04:18,Friday,Normal,3.5,4,4.5,29,30,8.344083314,80.41210443
NB-1663,2020-01-17,14:04:19,Friday,Normal,3.5,4,4.5,29,30,8.34420723,80.41210473
NB-1663,2020-01-17,14:04:20,Friday,Normal,3.5,4,4.5,29,30,8.34433269,80.41211535
NB-1663,2020-01-17,14:04:21,Friday,Normal,3.5,4,4.5,29,30,8.344452672,80.4121342
NB-1663,2020-01-17,14:04:22,Friday,Normal,3.5,4,4.5,29,30,8.344575181,80.41214979
NB-1663,2020-01-17,14:04:23,Friday,Normal,3.5,4,4.5,29,30,8.344700042,80.41217312
NB-1663,2020-01-17,14:04:24,Friday,Normal,3.5,4,4.5,29,30,8.344827423,80.41218458
NB-1663,2020-01-17,14:04:25,Friday,Normal,3.5,4,4.5,29,30,8.344958084,80.41220384
NB-1663,2020-01-17,14:04:26,Friday,Normal,3.5,4,4.5,29,30,8.345088742,80.41222007
NB-1663,2020-01-17,14:04:27,Friday,Normal,3.5,4,4.5,29,30,8.345216142,80.41220755
NB-1663,2020-01-17,14:04:28,Friday,Normal,3.5,4,4.5,29,30,8.345348224,80.41221587
NB-1663,2020-01-17,14:04:29,Friday,Normal,3.5,4,4.5,29,30,8.345482954,80.4122244
NB-1663,2020-01-17,14:04:30,Friday,Normal,3.5,4,4.5,29,30,8.345612905,80.41223076
NB-1663,2020-01-17,14:04:31,Friday,Normal,3.5,4,4.5,29,30,8.34573687,80.41223317
NB-1663,2020-01-17,14:04:32,Friday,Normal,3.5,4,4.5,29,30,8.345860961,80.41222994
NB-1663,2020-01-17,14:04:33,Friday,Normal,3.5,4,4.5,29,30,8.345991854,80.41224547
NB-1663,2020-01-17,14:04:34,Friday,Normal,3.5,4,4.5,29,30,8.346130766,80.41226676
NB-1663,2020-01-17,14:04:35,Friday,Normal,3.5,4,4.5,29,30,8.346274913,80.41229414
NB-1663,2020-01-17,14:04:36,Friday,Normal,3.5,4,4.5,29,30,8.346422935,80.41231714
NB-1663,2020-01-17,14:04:37,Friday,Normal,3.5,4,4.5,29,30,8.346573831,80.41234067
NB-1663,2020-01-17,14:04:38,Friday,Normal,3.5,4,4.5,29,30,8.346727468,80.41235513
NB-1663,2020-01-17,14:04:39,Friday,Normal,3.5,4,4.5,29,30,8.346879999,80.41236715
NB-1663,2020-01-17,14:04:40,Friday,Normal,3.5,4,4.5,29,30,8.347031101,80.41237348
NB-1663,2020-01-17,14:04:41,Friday,Normal,3.5,4,4.5,29,30,8.347175648,80.41237429
NB-1663,2020-01-17,14:04:42,Friday,Normal,3.5,4,4.5,29,30,8.347315711,80.41235876
NB-1663,2020-01-17,14:04:43,Friday,Normal,3.5,4,4.5,29,30,8.347445651,80.41234227
NB-1663,2020-01-17,14:04:44,Friday,Normal,3.5,4,4.5,29,30,8.347566354,80.41232341
NB-1663,2020-01-17,14:04:45,Friday,Normal,3.5,4,4.5,29,30,8.347679519,80.41229783
NB-1663,2020-01-17,14:04:46,Friday,Normal,3.5,4,4.5,29,30,8.347791312,80.4122713
NB-1663,2020-01-17,14:04:47,Friday,Normal,3.5,4,4.5,29,30,8.347904024,80.41222798
NB-1663,2020-01-17,14:04:48,Friday,Normal,3.5,4,4.5,29,30,8.348018948,80.41219417
NB-1663,2020-01-17,14:04:49,Friday,Normal,3.5,4,4.5,29,30,8.348137028,80.4121601
NB-1663,2020-01-17,14:04:50,Friday,Normal,3.5,4,4.5,29,30,8.348252514,80.41211937
NB-1663,2020-01-17,14:04:51,Friday,Normal,3.5,4,4.5,29,30,8.348367096,80.41208645
NB-1663,2020-01-17,14:04:52,Friday,Normal,3.5,4,4.5,29,30,8.348479399,80.41206686
NB-1663,2020-01-17,14:04:53,Friday,Normal,3.5,4,4.5,29,30,8.348586637,80.41205084
NB-1663,2020-01-17,14:04:54,Friday,Normal,3.5,4,4.5,29,30,8.348684259,80.41205258
NB-1663,2020-01-17,14:04:55,Friday,Normal,3.5,4,4.5,29,30,8.348786494,80.41207095
NB-1663,2020-01-17,14:04:56,Friday,Normal,3.5,4,4.5,29,30,8.348885714,80.41210685
NB-1663,2020-01-17,14:04:57,Friday,Normal,3.5,4,4.5,29,30,8.348973578,80.41215835
NB-1663,2020-01-17,14:04:58,Friday,Normal,3.5,4,4.5,29,30,8.349058253,80.4122341
NB-1663,2020-01-17,14:04:59,Friday,Normal,3.5,4,4.5,29,30,8.349138267,80.41232368
