Bus No,Date,Time,Driver rating based on time,Driver rating based on decipline,Bus rating,Driver Age,Weather,Bus type,Longtide,Latitude,Start/End
NC - 5210,2/24/2020,9:36:18,4,4.5,4.5,32,33,Normal,8.5487989,80.8317161,
NC - 5210,2/24/2020,9:36:25,4,4.5,4.5,32,33,Normal,8.5487991,80.8317164,
NC - 5210,2/24/2020,9:36:38,4,4.5,4.5,32,33,Normal,8.5487988,80.8317174,
NC - 5210,2/24/2020,9:36:48,4,4.5,4.5,32,33,Normal,8.5487986,80.831718,
NC - 5210,2/24/2020,9:37:02,4,4.5,4.5,32,33,Normal,8.5487983,80.8317184,
NC - 5210,2/24/2020,9:37:17,4,4.5,4.5,32,33,Normal,8.5487981,80.8317184,
NC - 5210,2/24/2020,9:37:29,4,4.5,4.5,32,33,Normal,8.548798,80.8317178,
NC - 5210,2/24/2020,9:37:36,4,4.5,4.5,32,33,Normal,8.548798,80.8317176,
NC - 5210,2/24/2020,9:37:49,4,4.5,4.5,32,33,Normal,8.5487982,80.8317173,
NC - 5210,2/24/2020,9:37:55,4,4.5,4.5,32,33,Normal,8.5487982,80.8317173,
NC - 5210,2/24/2020,9:38:08,4,4.5,4.5,32,33,Normal,8.5487981,80.8317173,
NC - 5210,2/24/2020,9:38:16,4,4.5,4.5,32,33,Normal,8.5487981,80.8317173,
NC - 5210,2/24/2020,9:38:29,4,4.5,4.5,32,33,Normal,8.5487985,80.831717,
NC - 5210,2/24/2020,9:38:36,4,4.5,4.5,32,33,Normal,8.5487986,80.8317171,
NC - 5210,2/24/2020,9:38:47,4,4.5,4.5,32,33,Normal,8.5487983,80.8317172,
NC - 5210,2/24/2020,9:38:57,4,4.5,4.5,32,33,Normal,8.548798,80.831717,
NC - 5210,2/24/2020,9:39:08,4,4.5,4.5,32,33,Normal,8.5487973,80.8317164,
NC - 5210,2/24/2020,9:39:21,4,4.5,4.5,32,33,Normal,8.5487971,80.8317166,
NC - 5210,2/24/2020,9:39:42,4,4.5,4.5,32,33,Normal,8.5487975,80.8317167,
NC - 5210,2/24/2020,9:40:01,4,4.5,4.5,32,33,Normal,8.5487976,80.8317173,
NC - 5210,2/24/2020,9:40:18,4,4.5,4.5,32,33,Normal,8.5487978,80.8317172,
NC - 5210,2/24/2020,9:40:27,4,4.5,4.5,32,33,Normal,8.5487979,80.8317171,
NC - 5210,2/24/2020,9:40:39,4,4.5,4.5,32,33,Normal,8.5487977,80.8317172,
NC - 5210,2/24/2020,9:40:46,4,4.5,4.5,32,33,Normal,8.5487978,80.8317176,
NC - 5210,2/24/2020,9:40:58,4,4.5,4.5,32,33,Normal,8.5487985,80.8317177,
NC - 5210,2/24/2020,9:41:06,4,4.5,4.5,32,33,Normal,8.5487986,80.8317177,
NC - 5210,2/24/2020,9:41:18,4,4.5,4.5,32,33,Normal,8.5487988,80.8317173,
NC - 5210,2/24/2020,9:41:26,4,4.5,4.5,32,33,Normal,8.548799,80.8317175,
NC - 5210,2/24/2020,9:41:38,4,4.5,4.5,32,33,Normal,8.548799,80.8317184,
NC - 5210,2/24/2020,9:41:46,4,4.5,4.5,32,33,Normal,8.5487991,80.8317187,
NC - 5210,2/24/2020,9:42:00,4,4.5,4.5,32,33,Normal,8.5487995,80.8317191,
NC - 5210,2/24/2020,9:42:06,4,4.5,4.5,32,33,Normal,8.5487998,80.831719,
NC - 5210,2/24/2020,9:42:19,4,4.5,4.5,32,33,Normal,8.5487999,80.8317189,
NC - 5210,2/24/2020,9:42:25,4,4.5,4.5,32,33,Normal,8.5487998,80.831719,
NC - 5210,2/24/2020,9:42:38,4,4.5,4.5,32,33,Normal,8.5487994,80.8317195,
NC - 5210,2/24/2020,9:42:47,4,4.5,4.5,32,33,Normal,8.5487993,80.8317197,
NC - 5210,2/24/2020,9:42:58,4,4.5,4.5,32,33,Normal,8.5487992,80.8317197,
NC - 5210,2/24/2020,9:43:07,4,4.5,4.5,32,33,Normal,8.5487994,80.8317198,
NC - 5210,2/24/2020,9:43:17,4,4.5,4.5,32,33,Normal,8.5487992,80.8317196,
NC - 5210,2/24/2020,9:43:28,4,4.5,4.5,32,33,Normal,8.548799,80.8317188,
NC - 5210,2/24/2020,9:43:36,4,4.5,4.5,32,33,Normal,8.5487991,80.8317184,
NC - 5210,2/24/2020,9:43:48,4,4.5,4.5,32,33,Normal,8.548799,80.8317185,
NC - 5210,2/24/2020,9:43:57,4,4.5,4.5,32,33,Normal,8.5487992,80.8317184,
NC - 5210,2/24/2020,9:44:08,4,4.5,4.5,32,33,Normal,8.5487993,80.8317181,
NC - 5210,2/24/2020,9:44:16,4,4.5,4.5,32,33,Normal,8.5487993,80.8317181,
NC - 5210,2/24/2020,9:44:27,4,4.5,4.5,32,33,Normal,8.5487988,80.8317174,
NC - 5210,2/24/2020,9:44:37,4,4.5,4.5,32,33,Normal,8.5487985,80.8317168,
NC - 5210,2/24/2020,9:44:47,4,4.5,4.5,32,33,Normal,8.5487983,80.8317166,
NC - 5210,2/24/2020,9:44:57,4,4.5,4.5,32,33,Normal,8.5487981,80.8317166,
NC - 5210,2/24/2020,9:45:07,4,4.5,4.5,32,33,Normal,8.5487979,80.8317168,
NC - 5210,2/24/2020,9:45:16,4,4.5,4.5,32,33,Normal,8.5487978,80.8317177,
NC - 5210,2/24/2020,9:45:27,4,4.5,4.5,32,33,Normal,8.5487976,80.8317179,
NC - 5210,2/24/2020,9:45:37,4,4.5,4.5,32,33,Normal,8.5487975,80.8317181,
NC - 5210,2/24/2020,9:45:48,4,4.5,4.5,32,33,Normal,8.5487973,80.8317179,
NC - 5210,2/24/2020,9:45:56,4,4.5,4.5,32,33,Normal,8.548797,80.8317164,
NC - 5210,2/24/2020,9:46:07,4,4.5,4.5,32,33,Normal,8.5487964,80.831715,
NC - 5210,2/24/2020,9:46:17,4,4.5,4.5,32,33,Normal,8.548796,80.8317139,
NC - 5210,2/24/2020,9:46:27,4,4.5,4.5,32,33,Normal,8.5487958,80.831713,
NC - 5210,2/24/2020,9:46:37,4,4.5,4.5,32,33,Normal,8.5487955,80.8317117,
NC - 5210,2/24/2020,9:46:48,4,4.5,4.5,32,33,Normal,8.5487954,80.8317108,
NC - 5210,2/24/2020,9:46:56,4,4.5,4.5,32,33,Normal,8.5487954,80.8317111,
NC - 5210,2/24/2020,9:47:10,4,4.5,4.5,32,33,Normal,8.5487957,80.8317121,
NC - 5210,2/24/2020,9:47:16,4,4.5,4.5,32,33,Normal,8.5487959,80.8317124,
NC - 5210,2/24/2020,9:47:31,4,4.5,4.5,32,33,Normal,8.5487958,80.8317121,
NC - 5210,2/24/2020,9:47:36,4,4.5,4.5,32,33,Normal,8.5487955,80.8317116,
NC - 5210,2/24/2020,9:47:49,4,4.5,4.5,32,33,Normal,8.5487953,80.8317107,
NC - 5210,2/24/2020,9:47:56,4,4.5,4.5,32,33,Normal,8.5487953,80.8317106,
NC - 5210,2/24/2020,9:48:07,4,4.5,4.5,32,33,Normal,8.5487957,80.8317107,
NC - 5210,2/24/2020,9:48:17,4,4.5,4.5,32,33,Normal,8.5487959,80.8317108,
NC - 5210,2/24/2020,9:48:28,4,4.5,4.5,32,33,Normal,8.5487958,80.8317107,
NC - 5210,2/24/2020,9:48:40,4,4.5,4.5,32,33,Normal,8.5487958,80.8317107,
NC - 5210,2/24/2020,9:48:45,4,4.5,4.5,32,33,Normal,8.5487958,80.8317106,
NC - 5210,2/24/2020,9:49:00,4,4.5,4.5,32,33,Normal,8.548796,80.83171,
NC - 5210,2/24/2020,9:49:06,4,4.5,4.5,32,33,Normal,8.548796,80.8317099,
NC - 5210,2/24/2020,9:49:18,4,4.5,4.5,32,33,Normal,8.548796,80.8317091,
NC - 5210,2/24/2020,9:49:27,4,4.5,4.5,32,33,Normal,8.5487961,80.8317089,
NC - 5210,2/24/2020,9:49:43,4,4.5,4.5,32,33,Normal,8.5487959,80.8317083,
NC - 5210,2/24/2020,9:50:04,4,4.5,4.5,32,33,Normal,8.5487959,80.8317083,
NC - 5210,2/24/2020,9:50:38,4,4.5,4.5,32,33,Normal,8.5487958,80.8317071,
NC - 5210,2/24/2020,9:50:56,4,4.5,4.5,32,33,Normal,8.5487954,80.8317067,
NC - 5210,2/24/2020,9:51:02,4,4.5,4.5,32,33,Normal,8.5487951,80.8317065,
NC - 5210,2/24/2020,9:51:19,4,4.5,4.5,32,33,Normal,8.5487939,80.8317052,
NC - 5210,2/24/2020,9:51:35,4,4.5,4.5,32,33,Normal,8.5487936,80.8317046,
NC - 5210,2/24/2020,9:51:44,4,4.5,4.5,32,33,Normal,8.5487935,80.8317044,
NC - 5210,2/24/2020,9:51:55,4,4.5,4.5,32,33,Normal,8.5487932,80.8317044,
NC - 5210,2/24/2020,9:52:03,4,4.5,4.5,32,33,Normal,8.548793,80.8317043,
NC - 5210,2/24/2020,9:52:15,4,4.5,4.5,32,33,Normal,8.548792,80.8317025,
NC - 5210,2/24/2020,9:52:22,4,4.5,4.5,32,33,Normal,8.5487919,80.8317024,
NC - 5210,2/24/2020,9:52:34,4,4.5,4.5,32,33,Normal,8.5487915,80.8317019,
NC - 5210,2/24/2020,9:52:43,4,4.5,4.5,32,33,Normal,8.5487912,80.8317015,
NC - 5210,2/24/2020,9:52:53,4,4.5,4.5,32,33,Normal,8.5487908,80.8317009,
NC - 5210,2/24/2020,9:53:04,4,4.5,4.5,32,33,Normal,8.5487899,80.8316988,
NC - 5210,2/24/2020,9:53:14,4,4.5,4.5,32,33,Normal,8.5487893,80.8316979,
NC - 5210,2/24/2020,9:53:24,4,4.5,4.5,32,33,Normal,8.5487897,80.831698,
NC - 5210,2/24/2020,9:53:33,4,4.5,4.5,32,33,Normal,8.54879,80.831698,
NC - 5210,2/24/2020,9:53:45,4,4.5,4.5,32,33,Normal,8.5487899,80.8316977,
NC - 5210,2/24/2020,9:53:53,4,4.5,4.5,32,33,Normal,8.5487898,80.8316978,
NC - 5210,2/24/2020,9:54:05,4,4.5,4.5,32,33,Normal,8.5487892,80.8316966,
NC - 5210,2/24/2020,9:54:13,4,4.5,4.5,32,33,Normal,8.5487889,80.8316964,
NC - 5210,2/24/2020,9:54:23,4,4.5,4.5,32,33,Normal,8.5487886,80.8316959,
NC - 5210,2/24/2020,9:54:33,4,4.5,4.5,32,33,Normal,8.5487888,80.8316961,
NC - 5210,2/24/2020,9:54:45,4,4.5,4.5,32,33,Normal,8.5487886,80.8316955,
NC - 5210,2/24/2020,9:54:54,4,4.5,4.5,32,33,Normal,8.5487886,80.831695,
NC - 5210,2/24/2020,9:55:07,4,4.5,4.5,32,33,Normal,8.5487883,80.8316944,
NC - 5210,2/24/2020,9:55:12,4,4.5,4.5,32,33,Normal,8.5487883,80.8316943,
NC - 5210,2/24/2020,9:55:23,4,4.5,4.5,32,33,Normal,8.548788,80.8316938,
NC - 5210,2/24/2020,9:55:33,4,4.5,4.5,32,33,Normal,8.5487881,80.831693,
NC - 5210,2/24/2020,9:55:43,4,4.5,4.5,32,33,Normal,8.5487881,80.8316925,
NC - 5210,2/24/2020,9:55:53,4,4.5,4.5,32,33,Normal,8.5487881,80.8316925,
NC - 5210,2/24/2020,9:56:03,4,4.5,4.5,32,33,Normal,8.5487879,80.8316927,
NC - 5210,2/24/2020,9:56:13,4,4.5,4.5,32,33,Normal,8.5487879,80.8316929,
NC - 5210,2/24/2020,9:56:24,4,4.5,4.5,32,33,Normal,8.5487879,80.831693,
NC - 5210,2/24/2020,9:56:33,4,4.5,4.5,32,33,Normal,8.5487879,80.8316941,
NC - 5210,2/24/2020,9:56:43,4,4.5,4.5,32,33,Normal,8.5487879,80.8316943,
NC - 5210,2/24/2020,9:56:53,4,4.5,4.5,32,33,Normal,8.5487878,80.8316931,
NC - 5210,2/24/2020,9:57:03,4,4.5,4.5,32,33,Normal,8.5487876,80.8316923,
NC - 5210,2/24/2020,9:57:13,4,4.5,4.5,32,33,Normal,8.5487871,80.8316912,
NC - 5210,2/24/2020,9:57:23,4,4.5,4.5,32,33,Normal,8.5487867,80.8316903,
NC - 5210,2/24/2020,9:57:33,4,4.5,4.5,32,33,Normal,8.5487865,80.8316899,
NC - 5210,2/24/2020,9:57:43,4,4.5,4.5,32,33,Normal,8.5487863,80.8316904,
NC - 5210,2/24/2020,9:57:53,4,4.5,4.5,32,33,Normal,8.5487859,80.8316902,
NC - 5210,2/24/2020,9:58:04,4,4.5,4.5,32,33,Normal,8.5487852,80.8316902,
NC - 5210,2/24/2020,9:58:13,4,4.5,4.5,32,33,Normal,8.5487854,80.8316905,
NC - 5210,2/24/2020,9:58:23,4,4.5,4.5,32,33,Normal,8.5487854,80.8316906,
NC - 5210,2/24/2020,9:58:34,4,4.5,4.5,32,33,Normal,8.5487856,80.8316896,
NC - 5210,2/24/2020,9:58:44,4,4.5,4.5,32,33,Normal,8.5487852,80.8316884,
NC - 5210,2/24/2020,9:58:54,4,4.5,4.5,32,33,Normal,8.5487849,80.8316877,
NC - 5210,2/24/2020,9:59:03,4,4.5,4.5,32,33,Normal,8.5487844,80.8316878,
NC - 5210,2/24/2020,9:59:13,4,4.5,4.5,32,33,Normal,8.548784,80.8316875,
NC - 5210,2/24/2020,9:59:23,4,4.5,4.5,32,33,Normal,8.5487839,80.831687,
NC - 5210,2/24/2020,9:59:34,4,4.5,4.5,32,33,Normal,8.5487837,80.8316865,
NC - 5210,2/24/2020,9:59:44,4,4.5,4.5,32,33,Normal,8.5487837,80.8316861,
NC - 5210,2/24/2020,9:59:53,4,4.5,4.5,32,33,Normal,8.5487832,80.8316857,
NC - 5210,2/24/2020,10:00:03,4,4.5,4.5,32,33,Normal,8.548783,80.831685,
NC - 5210,2/24/2020,10:00:14,4,4.5,4.5,32,33,Normal,8.5487828,80.8316848,
NC - 5210,2/24/2020,10:00:24,4,4.5,4.5,32,33,Normal,8.5487828,80.8316842,
NC - 5210,2/24/2020,10:00:35,4,4.5,4.5,32,33,Normal,8.5487824,80.8316829,
NC - 5210,2/24/2020,10:00:43,4,4.5,4.5,32,33,Normal,8.5487824,80.8316823,
NC - 5210,2/24/2020,10:00:55,4,4.5,4.5,32,33,Normal,8.5487823,80.8316812,
NC - 5210,2/24/2020,10:01:03,4,4.5,4.5,32,33,Normal,8.5487822,80.8316808,
NC - 5210,2/24/2020,10:01:15,4,4.5,4.5,32,33,Normal,8.5487818,80.8316797,
NC - 5210,2/24/2020,10:01:23,4,4.5,4.5,32,33,Normal,8.5487819,80.8316801,
NC - 5210,2/24/2020,10:01:35,4,4.5,4.5,32,33,Normal,8.5487813,80.831679,
NC - 5210,2/24/2020,10:01:43,4,4.5,4.5,32,33,Normal,8.5487808,80.8316781,
NC - 5210,2/24/2020,10:02:19,4,4.5,4.5,32,33,Normal,8.5487802,80.8316764,
NC - 5210,2/24/2020,10:02:35,4,4.5,4.5,32,33,Normal,8.5487801,80.8316759,
NC - 5210,2/24/2020,10:02:43,4,4.5,4.5,32,33,Normal,8.5487799,80.8316754,
NC - 5210,2/24/2020,10:02:54,4,4.5,4.5,32,33,Normal,8.5487795,80.831675,
NC - 5210,2/24/2020,10:03:05,4,4.5,4.5,32,33,Normal,8.5487792,80.8316743,
NC - 5210,2/24/2020,10:03:14,4,4.5,4.5,32,33,Normal,8.548779,80.831674,
NC - 5210,2/24/2020,10:03:31,4,4.5,4.5,32,33,Normal,8.548779,80.8316745,
NC - 5210,2/24/2020,10:03:54,4,4.5,4.5,32,33,Normal,8.548779,80.8316746,
NC - 5210,2/24/2020,10:04:00,4,4.5,4.5,32,33,Normal,8.548779,80.8316746,
NC - 5210,2/24/2020,10:04:18,4,4.5,4.5,32,33,Normal,8.5487786,80.8316732,
NC - 5210,2/24/2020,10:04:46,4,4.5,4.5,32,33,Normal,8.5487783,80.8316726,
NC - 5210,2/24/2020,10:05:15,4,4.5,4.5,32,33,Normal,8.5487783,80.8316725,
NC - 5210,2/24/2020,10:05:29,4,4.5,4.5,32,33,Normal,8.5487783,80.8316725,
NC - 5210,2/24/2020,10:05:39,4,4.5,4.5,32,33,Normal,8.5487783,80.8316725,
NC - 5210,2/24/2020,10:06:02,4,4.5,4.5,32,33,Normal,8.5487783,80.8316727,
NC - 5210,2/24/2020,10:06:24,4,4.5,4.5,32,33,Normal,8.548778,80.8316723,
NC - 5210,2/24/2020,10:06:46,4,4.5,4.5,32,33,Normal,8.5487778,80.8316721,
NC - 5210,2/24/2020,10:07:11,4,4.5,4.5,32,33,Normal,8.5487777,80.8316718,
NC - 5210,2/24/2020,10:07:29,4,4.5,4.5,32,33,Normal,8.5487778,80.8316718,
NC - 5210,2/24/2020,10:07:35,4,4.5,4.5,32,33,Normal,8.5487779,80.8316719,
NC - 5210,2/24/2020,10:07:50,4,4.5,4.5,32,33,Normal,8.5487771,80.8316693,
NC - 5210,2/24/2020,10:08:08,4,4.5,4.5,32,33,Normal,8.5487768,80.8316683,
NC - 5210,2/24/2020,10:08:14,4,4.5,4.5,32,33,Normal,8.5487768,80.8316682,
NC - 5210,2/24/2020,10:08:29,4,4.5,4.5,32,33,Normal,8.5487766,80.8316677,
NC - 5210,2/24/2020,10:08:39,4,4.5,4.5,32,33,Normal,8.5487766,80.8316678,
NC - 5210,2/24/2020,10:08:46,4,4.5,4.5,32,33,Normal,8.5487766,80.8316679,
NC - 5210,2/24/2020,10:09:06,4,4.5,4.5,32,33,Normal,8.5487765,80.8316678,
NC - 5210,2/24/2020,10:09:23,4,4.5,4.5,32,33,Normal,8.5487763,80.8316672,
NC - 5210,2/24/2020,10:09:33,4,4.5,4.5,32,33,Normal,8.5487763,80.831667,
NC - 5210,2/24/2020,10:09:41,4,4.5,4.5,32,33,Normal,8.5487764,80.8316669,
NC - 5210,2/24/2020,10:09:55,4,4.5,4.5,32,33,Normal,8.5487767,80.8316673,
NC - 5210,2/24/2020,10:10:19,4,4.5,4.5,32,33,Normal,8.5487766,80.8316677,
NC - 5210,2/24/2020,10:10:37,4,4.5,4.5,32,33,Normal,8.5487765,80.8316673,
NC - 5210,2/24/2020,10:10:44,4,4.5,4.5,32,33,Normal,8.5487764,80.8316672,
NC - 5210,2/24/2020,10:10:59,4,4.5,4.5,32,33,Normal,8.5487761,80.831667,
NC - 5210,2/24/2020,10:11:04,4,4.5,4.5,32,33,Normal,8.5487761,80.831667,
NC - 5210,2/24/2020,10:11:21,4,4.5,4.5,32,33,Normal,8.5487761,80.8316673,
NC - 5210,2/24/2020,10:11:47,4,4.5,4.5,32,33,Normal,8.5487759,80.8316668,
NC - 5210,2/24/2020,10:12:02,4,4.5,4.5,32,33,Normal,8.5487756,80.8316665,
NC - 5210,2/24/2020,10:12:13,4,4.5,4.5,32,33,Normal,8.5487754,80.831666,
NC - 5210,2/24/2020,10:12:20,4,4.5,4.5,32,33,Normal,8.5487753,80.8316657,
NC - 5210,2/24/2020,10:12:32,4,4.5,4.5,32,33,Normal,8.5487747,80.8316648,
NC - 5210,2/24/2020,10:12:42,4,4.5,4.5,32,33,Normal,8.5487747,80.8316648,
NC - 5210,2/24/2020,10:12:53,4,4.5,4.5,32,33,Normal,8.5487748,80.8316654,
NC - 5210,2/24/2020,10:13:01,4,4.5,4.5,32,33,Normal,8.5487748,80.8316656,
NC - 5210,2/24/2020,10:13:12,4,4.5,4.5,32,33,Normal,8.5487743,80.8316654,
NC - 5210,2/24/2020,10:13:23,4,4.5,4.5,32,33,Normal,8.548774,80.8316651,
NC - 5210,2/24/2020,10:13:34,4,4.5,4.5,32,33,Normal,8.5487739,80.8316651,
NC - 5210,2/24/2020,10:13:42,4,4.5,4.5,32,33,Normal,8.5487741,80.8316654,
NC - 5210,2/24/2020,10:14:11,4,4.5,4.5,32,33,Normal,8.5487748,80.831666,
NC - 5210,2/24/2020,10:14:27,4,4.5,4.5,32,33,Normal,8.5487748,80.8316662,
NC - 5210,2/24/2020,10:14:35,4,4.5,4.5,32,33,Normal,8.5487749,80.8316662,
NC - 5210,2/24/2020,10:14:46,4,4.5,4.5,32,33,Normal,8.548775,80.831666,
NC - 5210,2/24/2020,10:14:56,4,4.5,4.5,32,33,Normal,8.548775,80.8316657,
NC - 5210,2/24/2020,10:15:06,4,4.5,4.5,32,33,Normal,8.5487751,80.8316652,
NC - 5210,2/24/2020,10:15:16,4,4.5,4.5,32,33,Normal,8.5487749,80.831665,
NC - 5210,2/24/2020,10:15:27,4,4.5,4.5,32,33,Normal,8.5487751,80.8316649,
NC - 5210,2/24/2020,10:15:35,4,4.5,4.5,32,33,Normal,8.5487753,80.831665,
NC - 5210,2/24/2020,10:15:47,4,4.5,4.5,32,33,Normal,8.5487754,80.8316651,
NC - 5210,2/24/2020,10:15:56,4,4.5,4.5,32,33,Normal,8.5487755,80.8316653,
NC - 5210,2/24/2020,10:16:06,4,4.5,4.5,32,33,Normal,8.5487754,80.831665,
NC - 5210,2/24/2020,10:16:16,4,4.5,4.5,32,33,Normal,8.5487753,80.8316649,
NC - 5210,2/24/2020,10:16:26,4,4.5,4.5,32,33,Normal,8.5487751,80.8316646,
NC - 5210,2/24/2020,10:16:37,4,4.5,4.5,32,33,Normal,8.5487752,80.8316642,
NC - 5210,2/24/2020,10:16:45,4,4.5,4.5,32,33,Normal,8.5487753,80.831664,
NC - 5210,2/24/2020,10:17:00,4,4.5,4.5,32,33,Normal,8.5487753,80.8316638,
NC - 5210,2/24/2020,10:17:19,4,4.5,4.5,32,33,Normal,8.5487754,80.8316639,
NC - 5210,2/24/2020,10:17:25,4,4.5,4.5,32,33,Normal,8.5487753,80.8316639,
NC - 5210,2/24/2020,10:17:39,4,4.5,4.5,32,33,Normal,8.5487755,80.831664,
NC - 5210,2/24/2020,10:17:45,4,4.5,4.5,32,33,Normal,8.5487755,80.831664,
NC - 5210,2/24/2020,10:18:00,4,4.5,4.5,32,33,Normal,8.5487756,80.8316641,
NC - 5210,2/24/2020,10:18:16,4,4.5,4.5,32,33,Normal,8.5487758,80.8316641,
NC - 5210,2/24/2020,10:18:27,4,4.5,4.5,32,33,Normal,8.548776,80.8316641,
NC - 5210,2/24/2020,10:18:35,4,4.5,4.5,32,33,Normal,8.5487757,80.831664,
NC - 5210,2/24/2020,10:18:47,4,4.5,4.5,32,33,Normal,8.5487755,80.8316639,
NC - 5210,2/24/2020,10:18:55,4,4.5,4.5,32,33,Normal,8.5487754,80.8316639,
NC - 5210,2/24/2020,10:19:07,4,4.5,4.5,32,33,Normal,8.548775,80.8316641,
NC - 5210,2/24/2020,10:19:15,4,4.5,4.5,32,33,Normal,8.5487752,80.8316644,
NC - 5210,2/24/2020,10:19:27,4,4.5,4.5,32,33,Normal,8.5487751,80.8316643,
NC - 5210,2/24/2020,10:19:35,4,4.5,4.5,32,33,Normal,8.5487752,80.8316643,
NC - 5210,2/24/2020,10:19:47,4,4.5,4.5,32,33,Normal,8.5487751,80.8316642,
NC - 5210,2/24/2020,10:19:55,4,4.5,4.5,32,33,Normal,8.548775,80.8316642,
NC - 5210,2/24/2020,10:20:06,4,4.5,4.5,32,33,Normal,8.5487751,80.8316643,
NC - 5210,2/24/2020,10:20:16,4,4.5,4.5,32,33,Normal,8.5487751,80.8316639,
NC - 5210,2/24/2020,10:20:26,4,4.5,4.5,32,33,Normal,8.5487751,80.8316641,
NC - 5210,2/24/2020,10:20:36,4,4.5,4.5,32,33,Normal,8.548775,80.8316639,
NC - 5210,2/24/2020,10:20:46,4,4.5,4.5,32,33,Normal,8.548775,80.8316641,
NC - 5210,2/24/2020,10:20:56,4,4.5,4.5,32,33,Normal,8.5487747,80.8316638,
NC - 5210,2/24/2020,10:21:06,4,4.5,4.5,32,33,Normal,8.5487746,80.8316636,
NC - 5210,2/24/2020,10:21:18,4,4.5,4.5,32,33,Normal,8.5487743,80.8316627,
NC - 5210,2/24/2020,10:21:24,4,4.5,4.5,32,33,Normal,8.5487743,80.8316626,
NC - 5210,2/24/2020,10:21:36,4,4.5,4.5,32,33,Normal,8.548774,80.8316625,
NC - 5210,2/24/2020,10:21:46,4,4.5,4.5,32,33,Normal,8.5487742,80.8316623,
NC - 5210,2/24/2020,10:21:56,4,4.5,4.5,32,33,Normal,8.5487742,80.8316623,
NC - 5210,2/24/2020,10:22:06,4,4.5,4.5,32,33,Normal,8.5488089,80.831638,
NC - 5210,2/24/2020,10:22:16,4,4.5,4.5,32,33,Normal,8.5487979,80.831673,
NC - 5210,2/24/2020,10:22:25,4,4.5,4.5,32,33,Normal,8.5488226,80.8317439,
NC - 5210,2/24/2020,10:22:35,4,4.5,4.5,32,33,Normal,8.5488332,80.8317699,
NC - 5210,2/24/2020,10:22:46,4,4.5,4.5,32,33,Normal,8.5487959,80.8317558,
NC - 5210,2/24/2020,10:22:56,4,4.5,4.5,32,33,Normal,8.5487559,80.8317638,
NC - 5210,2/24/2020,10:23:05,4,4.5,4.5,32,33,Normal,8.5487191,80.8317793,
NC - 5210,2/24/2020,10:23:15,4,4.5,4.5,32,33,Normal,8.5486895,80.8317891,
NC - 5210,2/24/2020,10:23:26,4,4.5,4.5,32,33,Normal,8.5487847,80.8317219,
NC - 5210,2/24/2020,10:23:34,4,4.5,4.5,32,33,Normal,8.548867,80.8317125,
NC - 5210,2/24/2020,10:23:45,4,4.5,4.5,32,33,Normal,8.5488783,80.8317214,
NC - 5210,2/24/2020,10:23:55,4,4.5,4.5,32,33,Normal,8.5488664,80.8317173,
NC - 5210,2/24/2020,10:24:05,4,4.5,4.5,32,33,Normal,8.5488569,80.8317109,
NC - 5210,2/24/2020,10:24:14,4,4.5,4.5,32,33,Normal,8.5488732,80.8316845,
NC - 5210,2/24/2020,10:24:26,4,4.5,4.5,32,33,Normal,8.5488848,80.8316908,
NC - 5210,2/24/2020,10:24:35,4,4.5,4.5,32,33,Normal,8.5488693,80.8316911,
NC - 5210,2/24/2020,10:24:44,4,4.5,4.5,32,33,Normal,8.5488623,80.8316903,
NC - 5210,2/24/2020,10:24:55,4,4.5,4.5,32,33,Normal,8.5488544,80.8316881,
NC - 5210,2/24/2020,10:25:04,4,4.5,4.5,32,33,Normal,8.5488566,80.8316809,
NC - 5210,2/24/2020,10:25:14,4,4.5,4.5,32,33,Normal,8.5488629,80.8316737,
NC - 5210,2/24/2020,10:25:25,4,4.5,4.5,32,33,Normal,8.5488675,80.8316686,
NC - 5210,2/24/2020,10:25:35,4,4.5,4.5,32,33,Normal,8.5488691,80.8316694,
NC - 5210,2/24/2020,10:25:44,4,4.5,4.5,32,33,Normal,8.5488646,80.8316778,
NC - 5210,2/24/2020,10:25:54,4,4.5,4.5,32,33,Normal,8.5488656,80.8316773,
NC - 5210,2/24/2020,10:26:06,4,4.5,4.5,32,33,Normal,8.5488692,80.8316808,
NC - 5210,2/24/2020,10:26:15,4,4.5,4.5,32,33,Normal,8.5488701,80.8316815,
NC - 5210,2/24/2020,10:26:25,4,4.5,4.5,32,33,Normal,8.5488693,80.8316844,
NC - 5210,2/24/2020,10:26:35,4,4.5,4.5,32,33,Normal,8.5488699,80.8316876,
NC - 5210,2/24/2020,10:26:45,4,4.5,4.5,32,33,Normal,8.5488705,80.8316898,
NC - 5210,2/24/2020,10:26:56,4,4.5,4.5,32,33,Normal,8.5488701,80.8316885,
NC - 5210,2/24/2020,10:27:05,4,4.5,4.5,32,33,Normal,8.5488639,80.8316889,
NC - 5210,2/24/2020,10:27:15,4,4.5,4.5,32,33,Normal,8.5488608,80.8316893,
NC - 5210,2/24/2020,10:27:25,4,4.5,4.5,32,33,Normal,8.5488662,80.8316893,
NC - 5210,2/24/2020,10:27:34,4,4.5,4.5,32,33,Normal,8.5488738,80.8316873,
NC - 5210,2/24/2020,10:27:45,4,4.5,4.5,32,33,Normal,8.5488742,80.8316856,
NC - 5210,2/24/2020,10:27:57,4,4.5,4.5,32,33,Normal,8.5488735,80.8316843,
